"taxon_ID","trait_ID","trait_value","agreement","references","taxon_name","taxon_author","taxon_lvl","link_source"
273,"3.3.2","endozoochorous",1,"10327","Balanopaceae","Benth. & Hook.f.","family","APG_IV"
274,"3.6.1","biotic",1,"10327","Trigoniaceae","A.Juss.","family","APG_IV"
276,"3.3.1","anemochorous",1,"10327","Euphroniaceae","Marc.-Berti","family","APG_IV"
276,"3.3.2","anemochorous",1,"10327","Euphroniaceae","Marc.-Berti","family","APG_IV"
277,"3.3.1","zoochorous",1,"10327","Chrysobalanaceae","R.Br.","family","APG_IV"
277,"3.3.2","endozoochorous",1,"10327","Chrysobalanaceae","R.Br.","family","APG_IV"
280,"3.6.1","biotic",1,"10327","Violaceae","Batsch","family","APG_IV"
281,"3.3.1","zoochorous",1,"10327","Goupiaceae","Miers","family","APG_IV"
281,"3.3.2","endozoochorous",1,"10327","Goupiaceae","Miers","family","APG_IV"
282,"3.6.1","biotic",1,"10327","Passifloraceae","Juss. ex Roussel","family","APG_IV"
286,"3.3.1","zoochorous",1,"10327","Rafflesiaceae","Dumort.","family","APG_IV"
286,"3.3.2","endozoochorous",1,"10327","Rafflesiaceae","Dumort.","family","APG_IV"
286,"3.6.1","biotic",1,"10327","Rafflesiaceae","Dumort.","family","APG_IV"
287,"3.6.1","biotic",1,"10327","Euphorbiaceae","Juss.","family","APG_IV"
291,"3.6.1","biotic",1,"10327","Phyllanthaceae","Martinov","family","APG_IV"
292,"3.6.1","biotic",1,"10327","Geraniaceae","Juss.","family","APG_IV"
294,"3.6.1","biotic",1,"10327","Combretaceae","R.Br.","family","APG_IV"
295,"3.6.1","biotic",1,"10327","Lythraceae","J.St.-Hil.","family","APG_IV"
297,"3.6.1","biotic",1,"10327","Vochysiaceae","A.St.-Hil.","family","APG_IV"
298,"3.6.1","biotic",1,"10327","Myrtaceae","Juss.","family","APG_IV"
299,"3.6.1","biotic",1,"10327","Melastomataceae","Juss.","family","APG_IV"
301,"3.3.1","anemochorous",1,"10327","Alzateaceae","S.A.Graham","family","APG_IV"
301,"3.3.2","anemochorous",1,"10327","Alzateaceae","S.A.Graham","family","APG_IV"
302,"3.6.1","biotic",1,"10327","Penaeaceae","Sweet ex Guill.","family","APG_IV"
303,"3.3.1","zoochorous",1,"10327","Aphloiaceae","Takht.","family","APG_IV"
303,"3.3.2","endozoochorous",1,"10327","Aphloiaceae","Takht.","family","APG_IV"
305,"3.6.1","biotic",1,"10327","Strasburgeriaceae","Tiegh.","family","APG_IV"
306,"3.6.1","biotic",1,"10327","Staphyleaceae","Martinov","family","APG_IV"
308,"3.3.1","zoochorous",1,"10327","Stachyuraceae","J.Agardh","family","APG_IV"
308,"3.3.2","endozoochorous",1,"10327","Stachyuraceae","J.Agardh","family","APG_IV"
308,"3.6.1","biotic",1,"10327","Stachyuraceae","J.Agardh","family","APG_IV"
310,"3.6.1","abiotic",1,"10327","Picramniaceae","Fernando & Quinn","family","APG_IV"
311,"3.6.1","biotic",1,"10327","Gerrardinaceae","M.H.Alford","family","APG_IV"
312,"3.3.1","zoochorous",1,"10327","Petenaeaceae","Christenh. et al.","family","APG_IV"
312,"3.3.2","endozoochorous",1,"10327","Petenaeaceae","Christenh. et al.","family","APG_IV"
314,"3.3.1","zoochorous",1,"10327","Dipentodontaceae","Merr.","family","APG_IV"
314,"3.3.2","endozoochorous",1,"10327","Dipentodontaceae","Merr.","family","APG_IV"
317,"3.3.1","anemochorous",1,"10327","Kirkiaceae","Takht.","family","APG_IV"
317,"3.3.2","anemochorous",1,"10327","Kirkiaceae","Takht.","family","APG_IV"
317,"3.6.1","abiotic",1,"10327","Kirkiaceae","Takht.","family","APG_IV"
318,"3.6.1","biotic",1,"10327","Burseraceae","Kunth","family","APG_IV"
321,"3.6.1","biotic",1,"10327","Rutaceae","Juss.","family","APG_IV"
323,"3.6.1","biotic",1,"10327","Meliaceae","Juss.","family","APG_IV"
324,"3.3.1","zoochorous",1,"10327","Cytinaceae","A.Rich.","family","APG_IV"
324,"3.3.2","endozoochorous",1,"10327","Cytinaceae","A.Rich.","family","APG_IV"
324,"3.6.1","biotic",1,"10327","Cytinaceae","A.Rich.","family","APG_IV"
325,"3.3.1","zoochorous",1,"10327","Muntingiaceae","C.Bayer et al.","family","APG_IV"
325,"3.3.2","endozoochorous",1,"10327","Muntingiaceae","C.Bayer et al.","family","APG_IV"
325,"3.6.1","biotic",1,"10327","Muntingiaceae","C.Bayer et al.","family","APG_IV"
326,"3.3.1","hydrochorous",1,"10327","Neuradaceae","Kostel.","family","APG_IV"
326,"3.3.2","hydrochorous",1,"10327","Neuradaceae","Kostel.","family","APG_IV"
328,"3.3.1","zoochorous",1,"10327","Sphaerosepalaceae","Bullock","family","APG_IV"
328,"3.3.2","epizoochorous",1,"10327","Sphaerosepalaceae","Bullock","family","APG_IV"
330,"3.6.1","biotic",1,"10327","Bixaceae","Kunth","family","APG_IV"
331,"3.6.1","biotic",1,"10327","Cistaceae","Juss.","family","APG_IV"
332,"3.6.1","biotic",1,"10327","Sarcolaenaceae","Caruel","family","APG_IV"
333,"3.6.1","biotic",1,"10327","Dipterocarpaceae","Blume","family","APG_IV"
335,"3.6.1","biotic",1,"10327","Tropaeolaceae","Juss. ex DC.","family","APG_IV"
336,"3.6.1","biotic",1,"10327","Moringaceae","Martinov","family","APG_IV"
337,"3.6.1","biotic",1,"10327","Caricaceae","Dumort.","family","APG_IV"
338,"3.6.1","biotic",1,"10327","Limnanthaceae","R.Br.","family","APG_IV"
339,"3.3.1","anemochorous",1,"10327","Setchellanthaceae","Iltis","family","APG_IV"
339,"3.3.2","anemochorous",1,"10327","Setchellanthaceae","Iltis","family","APG_IV"
340,"3.3.1","zoochorous",1,"10327","Koeberliniaceae","Engl.","family","APG_IV"
340,"3.3.2","endozoochorous",1,"10327","Koeberliniaceae","Engl.","family","APG_IV"
341,"3.3.1","hydrochorous",1,"10327","Bataceae","Mart. ex Perleb","family","APG_IV"
341,"3.3.2","hydrochorous",1,"10327","Bataceae","Mart. ex Perleb","family","APG_IV"
341,"3.6.1","abiotic",1,"10327","Bataceae","Mart. ex Perleb","family","APG_IV"
342,"3.3.1","zoochorous",1,"10327","Salvadoraceae","Lindl.","family","APG_IV"
342,"3.3.2","endozoochorous",1,"10327","Salvadoraceae","Lindl.","family","APG_IV"
343,"3.3.1","anemochorous",1,"10327","Emblingiaceae","Airy Shaw","family","APG_IV"
343,"3.3.2","anemochorous",1,"10327","Emblingiaceae","Airy Shaw","family","APG_IV"
344,"3.3.1","zoochorous",1,"10327","Tovariaceae","Pax","family","APG_IV"
344,"3.3.2","endozoochorous",1,"10327","Tovariaceae","Pax","family","APG_IV"
345,"3.3.1","zoochorous",1,"10327","Pentadiplandraceae","Hutch. & Dalziel","family","APG_IV"
345,"3.3.2","endozoochorous",1,"10327","Pentadiplandraceae","Hutch. & Dalziel","family","APG_IV"
346,"3.6.1","abiotic",1,"10327","Gyrostemonaceae","A.Juss.","family","APG_IV"
347,"3.6.1","biotic",1,"10327","Resedaceae","Martinov","family","APG_IV"
348,"3.6.1","biotic",1,"10327","Capparaceae","Juss.","family","APG_IV"
352,"3.3.1","zoochorous",1,"10327","Berberidopsidaceae","Takht.","family","APG_IV"
352,"3.3.2","endozoochorous",1,"10327","Berberidopsidaceae","Takht.","family","APG_IV"
354,"3.3.1","zoochorous",1,"10327","Opiliaceae","Valeton","family","APG_IV"
354,"3.3.2","endozoochorous",1,"10327","Opiliaceae","Valeton","family","APG_IV"
356,"3.3.1","zoochorous",1,"10327","Santalaceae","R.Br.","family","APG_IV"
356,"3.3.2","endozoochorous",1,"10327","Santalaceae","R.Br.","family","APG_IV"
357,"3.3.1","anemochorous",1,"10327","Misodendraceae","J.Agardh","family","APG_IV"
357,"3.3.2","anemochorous",1,"10327","Misodendraceae","J.Agardh","family","APG_IV"
358,"3.3.1","zoochorous",1,"10327","Schoepfiaceae","Blume","family","APG_IV"
358,"3.3.2","endozoochorous",1,"10327","Schoepfiaceae","Blume","family","APG_IV"
359,"3.3.1","zoochorous",1,"10327","Loranthaceae","Juss.","family","APG_IV"
359,"3.3.2","epizoochorous",1,"10327","Loranthaceae","Juss.","family","APG_IV"
359,"3.6.1","biotic",1,"10327","Loranthaceae","Juss.","family","APG_IV"
360,"3.3.1","zoochorous",1,"10327","Frankeniaceae","Desv.","family","APG_IV"
360,"3.3.2","epizoochorous",1,"10327","Frankeniaceae","Desv.","family","APG_IV"
360,"3.6.1","biotic",1,"10327","Frankeniaceae","Desv.","family","APG_IV"
362,"3.6.1","biotic",1,"10327","Plumbaginaceae","Juss.","family","APG_IV"
364,"3.6.1","biotic",1,"10327","Droseraceae","Salisb.","family","APG_IV"
365,"3.6.1","biotic",1,"10327","Nepenthaceae","Dumort","family","APG_IV"
366,"3.6.1","biotic",1,"10327","Drosophyllaceae","Chrtek et al .","family","APG_IV"
367,"3.3.1","anemochorous",1,"10327","Dioncophyllaceae","Airy Shaw","family","APG_IV"
367,"3.3.2","anemochorous",1,"10327","Dioncophyllaceae","Airy Shaw","family","APG_IV"
367,"3.6.1","biotic",1,"10327","Dioncophyllaceae","Airy Shaw","family","APG_IV"
368,"3.3.2",NA,0.5,"10327","Ancistrocladaceae","Planch. ex Walp.","family","APG_IV"
368,"3.6.1","biotic",1,"10327","Ancistrocladaceae","Planch. ex Walp.","family","APG_IV"
369,"3.6.1","biotic",1,"10327","Rhabdodendraceae","Prance","family","APG_IV"
371,"3.6.1","abiotic",1,"10327","Physenaceae","Takht.","family","APG_IV"
372,"3.3.1","anemochorous",1,"10327","Asteropeiaceae","Takht. ex Reveal & Hoogland","family","APG_IV"
372,"3.3.2","anemochorous",1,"10327","Asteropeiaceae","Takht. ex Reveal & Hoogland","family","APG_IV"
375,"3.6.1","biotic",1,"10327","Caryophyllaceae","Juss.","family","APG_IV"
376,"3.3.1","zoochorous",1,"10327","Achatocarpaceae","Heimerl","family","APG_IV"
376,"3.3.2","endozoochorous",1,"10327","Achatocarpaceae","Heimerl","family","APG_IV"
379,"3.3.1","anemochorous",1,"10327","Limeaceae","Shipunov ex Reveal","family","APG_IV"
379,"3.3.2","anemochorous",1,"10327","Limeaceae","Shipunov ex Reveal","family","APG_IV"
387,"3.3.1","zoochorous",1,"10327","Sarcobataceae","Behnke","family","APG_IV"
387,"3.3.2","endozoochorous",1,"10327","Sarcobataceae","Behnke","family","APG_IV"
388,"3.6.1","biotic",1,"10327","Nyctaginaceae","Juss.","family","APG_IV"
390,"3.6.1","biotic",1,"10327","Montiaceae","Raf.","family","APG_IV"
391,"3.3.1","anemochorous",1,"10327","Didiereaceae","Radlk.","family","APG_IV"
391,"3.3.2","anemochorous",1,"10327","Didiereaceae","Radlk.","family","APG_IV"
391,"3.6.1","biotic",1,"10327","Didiereaceae","Radlk.","family","APG_IV"
392,"3.6.1","biotic",1,"10327","Basellaceae","Raf.","family","APG_IV"
393,"3.6.1","abiotic",1,"10327","Halophytaceae","S.Soriano","family","APG_IV"
395,"3.6.1","biotic",1,"10327","Portulacaceae","Juss.","family","APG_IV"
397,"3.6.1","biotic",1,"10327","Cactaceae","Juss.","family","APG_IV"
399,"3.3.1","zoochorous",1,"10327","Hydrostachyaceae","Engl.","family","APG_IV"
399,"3.3.2","epizoochorous",1,"10327","Hydrostachyaceae","Engl.","family","APG_IV"
399,"3.6.1","abiotic",1,"10327","Hydrostachyaceae","Engl.","family","APG_IV"
400,"3.6.1","biotic",1,"10327","Hydrangeaceae","Dumort.","family","APG_IV"
401,"3.6.1","biotic",1,"10327","Loasaceae","Juss.","family","APG_IV"
402,"3.3.1","zoochorous",1,"10327","Curtisiaceae","Takht.","family","APG_IV"
402,"3.3.2","endozoochorous",1,"10327","Curtisiaceae","Takht.","family","APG_IV"
403,"3.3.1","zoochorous",1,"10327","Grubbiaceae","Endl. ex Meisn.","family","APG_IV"
403,"3.3.2","endozoochorous",1,"10327","Grubbiaceae","Endl. ex Meisn.","family","APG_IV"
404,"3.3.1","zoochorous",1,"10327","Cornaceae","Bercht. & J.Presl","family","APG_IV"
404,"3.3.2","endozoochorous",1,"10327","Cornaceae","Bercht. & J.Presl","family","APG_IV"
404,"3.6.1","biotic",1,"10327","Cornaceae","Bercht. & J.Presl","family","APG_IV"
405,"3.6.1","biotic",1,"10327","Balsaminaceae","A.Rich.","family","APG_IV"
406,"3.3.1","zoochorous",1,"10327","Marcgraviaceae","Bercht. & J.Presl","family","APG_IV"
406,"3.3.2","endozoochorous",1,"10327","Marcgraviaceae","Bercht. & J.Presl","family","APG_IV"
406,"3.6.1","biotic",1,"10327","Marcgraviaceae","Bercht. & J.Presl","family","APG_IV"
408,"3.3.1","anemochorous",1,"10327","Fouquieriaceae","DC.","family","APG_IV"
408,"3.3.2","anemochorous",1,"10327","Fouquieriaceae","DC.","family","APG_IV"
408,"3.6.1","biotic",1,"10327","Fouquieriaceae","DC.","family","APG_IV"
409,"3.6.1","biotic",1,"10327","Polemoniaceae","Juss.","family","APG_IV"
410,"3.6.1","biotic",1,"10327","Lecythidaceae","A.Rich.","family","APG_IV"
411,"3.6.1","biotic",1,"10327","Sladeniaceae","Airy Shaw","family","APG_IV"
412,"3.6.1","biotic",1,"10327","Pentaphylacaceae","Engl.","family","APG_IV"
413,"3.3.1","zoochorous",1,"10327","Sapotaceae","Juss.","family","APG_IV"
413,"3.3.2","endozoochorous",1,"10327","Sapotaceae","Juss.","family","APG_IV"
413,"3.6.1","biotic",1,"10327","Sapotaceae","Juss.","family","APG_IV"
414,"3.6.1","biotic",1,"10327","Ebenaceae","G","family","APG_IV"
416,"3.6.1","biotic",1,"10327","Theaceae","Mirb.","family","APG_IV"
417,"3.6.1","biotic",1,"10327","Symplocaceae","Desf.","family","APG_IV"
418,"3.6.1","biotic",1,"10327","Diapensiaceae","Lindl.","family","APG_IV"
419,"3.6.1","biotic",1,"10327","Styracaceae","DC. & Spreng.","family","APG_IV"
420,"3.6.1","biotic",1,"10327","Sarraceniaceae","Dumort.","family","APG_IV"
421,"3.3.1","zoochorous",1,"10327","Roridulaceae","Martinov","family","APG_IV"
421,"3.3.2","epizoochorous",1,"10327","Roridulaceae","Martinov","family","APG_IV"
421,"3.6.1","biotic",1,"10327","Roridulaceae","Martinov","family","APG_IV"
422,"3.3.1","zoochorous",1,"10327","Actinidiaceae","Gilg & Werderm.","family","APG_IV"
422,"3.3.2","endozoochorous",1,"10327","Actinidiaceae","Gilg & Werderm.","family","APG_IV"
424,"3.6.1","biotic",1,"10327","Cyrillaceae","Lindl.","family","APG_IV"
426,"3.6.1","biotic",1,"10327","Mitrastemonaceae","Makino","family","APG_IV"
427,"3.3.1","zoochorous",1,"10327","Oncothecaceae","Kobuski ex Airy Shaw","family","APG_IV"
427,"3.3.2","endozoochorous",1,"10327","Oncothecaceae","Kobuski ex Airy Shaw","family","APG_IV"
428,"3.3.1","zoochorous",1,"10327","Icacinaceae","Miers","family","APG_IV"
428,"3.3.2","endozoochorous",1,"10327","Icacinaceae","Miers","family","APG_IV"
429,"3.3.1","zoochorous",1,"10327","Metteniusaceae","H.Karst. ex Schnizl.","family","APG_IV"
429,"3.3.2","endozoochorous",1,"10327","Metteniusaceae","H.Karst. ex Schnizl.","family","APG_IV"
430,"3.3.1","anemochorous",1,"10327","Eucommiaceae","Engl.","family","APG_IV"
430,"3.3.2","anemochorous",1,"10327","Eucommiaceae","Engl.","family","APG_IV"
430,"3.6.1","abiotic",1,"10327","Eucommiaceae","Engl.","family","APG_IV"
431,"3.6.1","abiotic",1,"10327","Garryaceae","Lindl.","family","APG_IV"
433,"3.6.1","biotic",1,"10327","Gentianaceae","Juss.","family","APG_IV"
434,"3.6.1","biotic",1,"10327","Loganiaceae","R.Br. ex Mart.","family","APG_IV"
436,"3.6.1","biotic",1,"10327","Apocynaceae","Juss.","family","APG_IV"
437,"3.6.1","biotic",1,"10327","Boraginaceae","Juss.","family","APG_IV"
440,"3.6.1","biotic",1,"10327","Solanaceae","Juss.","family","APG_IV"
444,"3.6.1","biotic",1,"10327","Plocospermataceae","Hutch.","family","APG_IV"
445,"3.6.1","biotic",1,"10327","Carlemanniaceae","Airy Shaw","family","APG_IV"
447,"3.6.1","biotic",1,"10327","Tetrachondraceae","Wettst.","family","APG_IV"
448,"3.6.1","biotic",1,"10327","Calceolariaceae","Olmstead","family","APG_IV"
449,"3.6.1","biotic",1,"10327","Gesneriaceae","Rich. & Juss.","family","APG_IV"
451,"3.6.1","biotic",1,"10327","Scrophulariaceae","Juss.","family","APG_IV"
452,"3.6.1","biotic",1,"10327","Stilbaceae","Kunth","family","APG_IV"
453,"3.6.1","biotic",1,"10327","Linderniaceae","Borsch et al .","family","APG_IV"
454,"3.6.1","biotic",1,"10327","Byblidaceae","Domin","family","APG_IV"
455,"3.6.1","biotic",1,"10327","Martyniaceae","Horan.","family","APG_IV"
456,"3.6.1","biotic",1,"10327","Pedaliaceae","R.Br.","family","APG_IV"
457,"3.6.1","biotic",1,"10327","Acanthaceae","Juss.","family","APG_IV"
458,"3.6.1","biotic",1,"10327","Bignoniaceae","Juss.","family","APG_IV"
459,"3.6.1","biotic",1,"10327","Lentibulariaceae","Rich.","family","APG_IV"
460,"3.3.1","zoochorous",1,"10327","Schlegeliaceae","Reveal","family","APG_IV"
460,"3.3.2","endozoochorous",1,"10327","Schlegeliaceae","Reveal","family","APG_IV"
462,"3.6.1","biotic",1,"10327","Verbenaceae","J.St.Hil.","family","APG_IV"
463,"3.6.1","biotic",1,"10327","Lamiaceae","Martinov","family","APG_IV"
465,"3.6.1","biotic",1,"10327","Phrymaceae","Schauer","family","APG_IV"
466,"3.3.1","anemochorous",1,"10327","Paulowniaceae","Nakai","family","APG_IV"
466,"3.3.2","anemochorous",1,"10327","Paulowniaceae","Nakai","family","APG_IV"
467,"3.6.1","biotic",1,"10327","Orobanchaceae","Vent.","family","APG_IV"
468,"3.3.1","zoochorous",1,"10327","Stemonuraceae","Karehed","family","APG_IV"
468,"3.3.2","endozoochorous",1,"10327","Stemonuraceae","Karehed","family","APG_IV"
470,"3.3.1","zoochorous",1,"10327","Phyllonomaceae","Small","family","APG_IV"
470,"3.3.2",NA,0.5,"10327","Phyllonomaceae","Small","family","APG_IV"
471,"3.3.1","zoochorous",1,"10327","Helwingiaceae","Decne.","family","APG_IV"
471,"3.3.2","endozoochorous",1,"10327","Helwingiaceae","Decne.","family","APG_IV"
472,"3.3.1","zoochorous",1,"10327","Aquifoliaceae","Bercht. & J.Presl","family","APG_IV"
472,"3.3.2","endozoochorous",1,"10327","Aquifoliaceae","Bercht. & J.Presl","family","APG_IV"
472,"3.6.1","biotic",1,"10327","Aquifoliaceae","Bercht. & J.Presl","family","APG_IV"
473,"3.6.1","biotic",1,"10327","Rousseaceae","DC.","family","APG_IV"
474,"3.6.1","biotic",1,"10327","Campanulaceae","Juss.","family","APG_IV"
475,"3.3.1","zoochorous",1,"10327","Pentaphragmataceae","J.Agardh","family","APG_IV"
475,"3.3.2","endozoochorous",1,"10327","Pentaphragmataceae","J.Agardh","family","APG_IV"
475,"3.6.1","biotic",1,"10327","Pentaphragmataceae","J.Agardh","family","APG_IV"
476,"3.6.1","biotic",1,"10327","Stylidiaceae","R.Br.","family","APG_IV"
477,"3.3.1","zoochorous",1,"10327","Alseuosmiaceae","Airy Shaw","family","APG_IV"
477,"3.3.2","endozoochorous",1,"10327","Alseuosmiaceae","Airy Shaw","family","APG_IV"
477,"3.6.1","biotic",1,"10327","Alseuosmiaceae","Airy Shaw","family","APG_IV"
478,"3.3.1","zoochorous",1,"10327","Phellinaceae","Takht.","family","APG_IV"
478,"3.3.2","endozoochorous",1,"10327","Phellinaceae","Takht.","family","APG_IV"
479,"3.6.1","biotic",1,"10327","Argophyllaceae","Takht.","family","APG_IV"
480,"3.6.1","biotic",1,"10327","Menyanthaceae","Dumort.","family","APG_IV"
481,"3.6.1","biotic",1,"10327","Goodeniaceae","R.Br.","family","APG_IV"
482,"3.6.1","biotic",1,"10327","Calyceraceae","R.Br. ex Rich.","family","APG_IV"
488,"3.6.1","biotic",1,"10327","Adoxaceae","E.Mey.","family","APG_IV"
489,"3.6.1","biotic",1,"10327","Caprifoliaceae","Juss.","family","APG_IV"
491,"3.3.1","zoochorous",1,"10327","Torricelliaceae","Hu","family","APG_IV"
491,"3.3.2","endozoochorous",1,"10327","Torricelliaceae","Hu","family","APG_IV"
492,"3.3.1","zoochorous",1,"10327","Griseliniaceae","Takht.","family","APG_IV"
492,"3.3.2","endozoochorous",1,"10327","Griseliniaceae","Takht.","family","APG_IV"
495,"3.3.1","anemochorous",1,"10327","Myodocarpaceae","Doweld","family","APG_IV"
495,"3.3.2","anemochorous",1,"10327","Myodocarpaceae","Doweld","family","APG_IV"
496,"3.6.1","biotic",1,"10327","Apiaceae","Lindl.","family","APG_IV"
